,year,url,title,author,ID,month,publisher,doi,arxivid,archiveprefix,abstract,journal
13,2019,https://www.semanticscholar.org/paper/DAFL%3A-Data-Free-Learning-of-Student-Networks.-Chen-Wang/947928b4e7ff7ebb4a65d88d9c553a1fe5da7070,DAFL: Data-Free Learning of Student Networks.,"Chen, Hanting and Wang, Yunhe and Xu, C and Yang, Zhaohui and Liu, Chuanjian and Shi, Boxin and Xu, Chunjing and Xu, Chao and Tian, Qi Lei",Chen2019,,,,,,,
15,2019,https://www.semanticscholar.org/paper/Data-Free-Learning-of-Student-Networks-Chen-Wang/35220b60385d39f3871f838fa5618fa08ebd906d,Data-Free Learning of Student Networks,"Chen, Hanting and Wang, Yunhe and Xu, Chang and Yang, Zhaohui and Liu, Chuanjian and Shi, Boxin and Xu, Chunjing and Xu, Chao and Tian, Qi",Chen2019a,,,,,,,undefined
19,2019,http://arxiv.org/abs/1908.09511,Relation Distillation Networks for Video Object Detection,"Deng, Jiajun and Pan, Yingwei and Yao, Ting and Zhou, Wengang and Li, Houqiang and Mei, Tao",Deng2019,aug,,,1908.09511,arXiv,"It has been well recognized that modeling object-to-object relations would be helpful for object detection. Nevertheless, the problem is not trivial especially when exploring the interactions between objects to boost video object detectors. The difficulty originates from the aspect that reliable object relations in a video should depend on not only the objects in the present frame but also all the supportive objects extracted over a long range span of the video. In this paper, we introduce a new design to capture the interactions across the objects in spatio-temporal context. Specifically, we present Relation Distillation Networks (RDN) --- a new architecture that novelly aggregates and propagates object relation to augment object features for detection. Technically, object proposals are first generated via Region Proposal Networks (RPN). RDN then, on one hand, models object relation via multi-stage reasoning, and on the other, progressively distills relation through refining supportive object proposals with high objectness scores in a cascaded manner. The learnt relation verifies the efficacy on both improving object detection in each frame and box linking across frames. Extensive experiments are conducted on ImageNet VID dataset, and superior results are reported when comparing to state-of-the-art methods. More remarkably, our RDN achieves 81.8% and 83.2% mAP with ResNet-101 and ResNeXt-101, respectively. When further equipped with linking and rescoring, we obtain to-date the best reported mAP of 83.8% and 84.7%.",
20,2019,http://arxiv.org/abs/1903.01522,TKD: Temporal Knowledge Distillation for Active Perception,"Farhadi, Mohammad and Yang, Yezhou",Farhadi2019,,,,1903.01522,arXiv,"Deep neural networks based methods have been proved to achieve outstanding performance on object detection and classification tasks. Despite significant performance improvement, due to the deep structures, they still require prohibitive runtime to process images and maintain the highest possible performance for real-time applications. Observing the phenomenon that human vision system (HVS) relies heavily on the temporal dependencies among frames from the visual input to conduct recognition efficiently, we propose a novel framework dubbed as TKD: temporal knowledge distillation. This framework distills the temporal knowledge from a heavy neural networks based model over selected video frames (the perception of the moments) to a light-weight model. To enable the distillation, we put forward two novel procedures: 1) an Long-short Term Memory (LSTM) based key frame selection method; and 2) a novel teacher-bounded loss design. To validate, we conduct comprehensive empirical evaluations using different object detection methods over multiple datasets including Youtube-Objects and Hollywood scene dataset. Our results show consistent improvement in accuracy-speed trad-offs for object detection over the frames of the dynamic scene, compare to other modern object recognition methods.",undefined
22,2019,http://arxiv.org/abs/1905.02161,Batch Normalization is a Cause of Adversarial Vulnerability,"Galloway, Angus and Golubeva, Anna and Tanay, Thomas and Moussa, Medhat and Taylor, Graham W.",Galloway2019,may,,,1905.02161,arXiv,"Batch normalization (batch norm) is often used in an attempt to stabilize and accelerate training in deep neural networks. In many cases it indeed decreases the number of parameter updates required to achieve low training error. However, it also reduces robustness to small adversarial input perturbations and noise by double-digit percentages, as we show on five standard datasets. Furthermore, substituting weight decay for batch norm is sufficient to nullify the relationship between adversarial vulnerability and the input dimension. Our work is consistent with a mean-field analysis that found that batch norm causes exploding gradients.",
25,2019,http://arxiv.org/abs/1901.09244,DistInit: Learning Video Representations Without a Single Labeled Video,"Girdhar, Rohit and Tran, Du and Torresani, Lorenzo and Ramanan, Deva",Girdhar2019,jan,,,1901.09244,arXiv,"Video recognition models have progressed significantly over the past few years, evolving from shallow classifiers trained on hand-crafted features to deep spatiotemporal networks. However, labeled video data required to train such models have not been able to keep up with the ever-increasing depth and sophistication of these networks. In this work, we propose an alternative approach to learning video representations that require no semantically labeled videos and instead leverages the years of effort in collecting and labeling large and clean still-image datasets. We do so by using state-of-the-art models pre-trained on image datasets as ""teachers"" to train video models in a distillation framework. We demonstrate that our method learns truly spatiotemporal features, despite being trained only using supervision from still-image networks. Moreover, it learns good representations across different input modalities, using completely uncurated raw video data sources and with different 2D teacher models. Our method obtains strong transfer performance, outperforming standard techniques for bootstrapping video architectures with image-based models by 16%. We believe that our approach opens up new approaches for learning spatiotemporal representations from unlabeled video data.",
28,2019,https://ieeexplore.ieee.org/document/8756937/,Distillation of a CNN for a high accuracy mobile face recognition system,"Guzzi, Francesco and Bortoli, Luca De and Marsi, Stefano and Carrato, Sergio and Ramponi, Giovanni",Guzzi2019,may,IEEE,10.23919/MIPRO.2019.8756937,,,,
31,2019,http://arxiv.org/abs/1904.01866,A Comprehensive Overhaul of Feature Distillation,"Heo, Byeongho and Kim, Jeesoo and Yun, Sangdoo and Park, Hyojin and Kwak, Nojun and Choi, Jin Young",Heo2019,apr,,,1904.01866,arXiv,"We investigate the design aspects of feature distillation methods achieving network compression and propose a novel feature distillation method in which the distillation loss is designed to make a synergy among various aspects: teacher transform, student transform, distillation feature position and distance function. Our proposed distillation loss includes a feature transform with a newly designed margin ReLU, a new distillation feature position, and a partial L2 distance function to skip redundant information giving adverse effects to the compression of student. In ImageNet, our proposed method achieves 21.65% of top-1 error with ResNet50, which outperforms the performance of the teacher network, ResNet152. Our proposed method is evaluated on various tasks such as image classification, object detection and semantic segmentation and achieves a significant performance improvement in all tasks. The code is available at https://sites.google.com/view/byeongho-heo/overhaul",
34,2019,http://arxiv.org/abs/1906.08467,GAN-Knowledge Distillation for one-stage Object Detection,"Hong, Wei and Zong, Jin ke Yu Fan",Hong2019,jun,,,1906.08467,arXiv,"Convolutional neural networks have a significant improvement in the accuracy of Object detection. As convolutional neural networks become deeper, the accuracy of detection is also obviously improved, and more floating-point calculations are needed. Many researchers use the knowledge distillation method to improve the accuracy of student networks by transferring knowledge from a deeper and larger teachers network to a small student network, in object detection. Most methods of knowledge distillation need to designed complex cost functions and they are aimed at the two-stage object detection algorithm. This paper proposes a clean and effective knowledge distillation method for the one-stage object detection. The feature maps generated by teacher network and student network are used as true samples and fake samples respectively, and generate adversarial training for both to improve the performance of the student network in one-stage object detection.",
47,2019,https://www.mdpi.com/2076-3417/9/10/1966,Layer-Level Knowledge Distillation for Deep Neural Network Learning,"Li, Hao-Ting and Lin, Shih-Chieh and Chen, Cheng-Yeh and Chiang, Chen-Kuo and Li, Hao-Ting and Lin, Shih-Chieh and Chen, Cheng-Yeh and Chiang, Chen-Kuo",Li2019,may,Multidisciplinary Digital Publishing Institute,10.3390/app9101966,,,"\textlessp\textgreaterMotivated by the recently developed distillation approaches that aim to obtain small and fast-to-execute models, in this paper a novel Layer Selectivity Learning (LSL) framework is proposed for learning deep models. We firstly use an asymmetric dual-model learning framework, called Auxiliary Structure Learning (ASL), to train a small model with the help of a larger and well-trained model. Then, the intermediate layer selection scheme, called the Layer Selectivity Procedure (LSP), is exploited to determine the corresponding intermediate layers of source and target models. The LSP is achieved by two novel matrices, the layered inter-class Gram matrix and the inter-layered Gram matrix, to evaluate the diversity and discrimination of feature maps. The experimental results, demonstrated using three publicly available datasets, present the superior performance of model training using the LSL deep model learning framework.\textless/p\textgreater",Applied Sciences
52,2019,http://arxiv.org/abs/1904.03249,Paying More Attention to Motion: Attention Distillation for Learning Video Representations,"Liu, Miao and Chen, Xin and Zhang, Yun and Li, Yin and Rehg, James M.",Liu2019,apr,,,1904.03249,arXiv,"We address the challenging problem of learning motion representations using deep models for video recognition. To this end, we make use of attention modules that learn to highlight regions in the video and aggregate features for recognition. Specifically, we propose to leverage output attention maps as a vehicle to transfer the learned representation from a motion (flow) network to an RGB network. We systematically study the design of attention modules, and develop a novel method for attention distillation. Our method is evaluated on major action benchmarks, and consistently improves the performance of the baseline RGB network by a significant margin. Moreover, we demonstrate that our attention maps can leverage motion cues in learning to identify the location of actions in video frames. We believe our method provides a step towards learning motion-aware representations in deep models.",
54,2019,http://openaccess.thecvf.com/content_CVPR_2019/html/Liu_Structured_Knowledge_Distillation_for_Semantic_Segmentation_CVPR_2019_paper.html,Structured Knowledge Distillation for Semantic Segmentation,"Liu, Yifan and Chen, Ke and Liu, Chris and Qin, Zengchang and Luo, Zhenbo and Wang, Jingdong",Liu2019a,,,,,,,
107,2019,https://www.semanticscholar.org/paper/Be-Your-Own-Teacher%3A-Improve-the-Performance-of-via-Zhang-Song/a8cab29d2230924dffe89d6dda15ba42790c5ebf,Be Your Own Teacher: Improve the Performance of Convolutional Neural Networks via Self Distillation,"Zhang, Linfeng and Song, Jiebo and Gao, Anni and Chen, Jingwei and Bao, Chenglong and Ma, Kaisheng",Zhang2019,,,,,,,undefined
63,2019,https://www.semanticscholar.org/paper/Zero-shot-Knowledge-Transfer-via-Adversarial-Belief-Micaelli-Storkey/6b67db233caa84b42b934556bc5b186f0ef7a510,Zero-shot Knowledge Transfer via Adversarial Belief Matching,"Micaelli, Paul and Storkey, Amos J.",Micaelli2019,,,,,,,undefined
68,2019,http://arxiv.org/abs/1909.01058,Knowledge Distillation for End-to-End Person Search,"Munjal, Bharti and Galasso, Fabio and Amin, Sikandar",Munjal2019,sep,,,1909.01058,arXiv,"We introduce knowledge distillation for end-to-end person search. End-to-End methods are the current state-of-the-art for person search that solve both detection and re-identification jointly. These approaches for joint optimization show their largest drop in performance due to a sub-optimal detector. We propose two distinct approaches for extra supervision of end-to-end person search methods in a teacher-student setting. The first is adopted from state-of-the-art knowledge distillation in object detection. We employ this to supervise the detector of our person search model at various levels using a specialized detector. The second approach is new, simple and yet considerably more effective. This distills knowledge from a teacher re-identification technique via a pre-computed look-up table of ID features. It relaxes the learning of identification features and allows the student to focus on the detection task. This procedure not only helps fixing the sub-optimal detector training in the joint optimization and simultaneously improving the person search, but also closes the performance gap between the teacher and the student for model compression in this case. Overall, we demonstrate significant improvements for two recent state-of-the-art methods using our proposed knowledge distillation approach on two benchmark datasets. Moreover, on the model compression task our approach brings the performance of smaller models on par with the larger models.",
69,2019,https://www.semanticscholar.org/paper/Zero-Shot-Knowledge-Distillation-in-Deep-Networks-Nayak-Mopuri/eced39bd4b6aa1097a7615dd0c502e4a7510796a,Zero-Shot Knowledge Distillation in Deep Networks,"Nayak, Gaurav Kumar and Mopuri, Konda Reddy and Shaj, Vaisakh and Radhakrishnan, Venkatesh Babu and Chakraborty, Anirban",Nayak2019,,,,,,,undefined
72,2019,https://www.sciencedirect.com/science/article/pii/S0893608019300231,Continual lifelong learning with neural networks: A review,"Parisi, German I. and Kemker, Ronald and Part, Jose L. and Kanan, Christopher and Wermter, Stefan",Parisi2019,may,Pergamon,10.1016/J.NEUNET.2019.01.012,,,"Humans and animals have the ability to continually acquire, fine-tune, and transfer knowledge and skills throughout their lifespan. This ability, referred to as lifelong learning, is mediated by a rich set of neurocognitive mechanisms that together contribute to the development and specialization of our sensorimotor skills as well as to long-term memory consolidation and retrieval. Consequently, lifelong learning capabilities are crucial for computational learning systems and autonomous agents interacting in the real world and processing continuous streams of information. However, lifelong learning remains a long-standing challenge for machine learning and neural network models since the continual acquisition of incrementally available information from non-stationary data distributions generally leads to catastrophic forgetting or interference. This limitation represents a major drawback for state-of-the-art deep neural network models that typically learn representations from stationary batches of training data, thus without accounting for situations in which information becomes incrementally available over time. In this review, we critically summarize the main challenges linked to lifelong learning for artificial learning systems and compare existing neural network approaches that alleviate, to different extents, catastrophic forgetting. Although significant advances have been made in domain-specific learning with neural networks, extensive research efforts are required for the development of robust lifelong learning on autonomous agents and robots. We discuss well-established and emerging research motivated by lifelong learning factors in biological systems such as structural plasticity, memory replay, curriculum and transfer learning, intrinsic motivation, and multisensory integration.",Neural Networks
77,2019,http://arxiv.org/abs/1903.11752,ThunderNet: Towards Real-time Generic Object Detection,"Qin, Zheng and Li, Zeming and Zhang, Zhaoning and Bao, Yiping and Yu, Gang and Peng, Yuxing and Sun, Jian",Qin2019,,,,1903.11752,arXiv,"Real-time generic object detection on mobile platforms is a crucial but challenging computer vision task. However, previous CNN-based detectors suffer from enormous computational cost, which hinders them from real-time inference in computation-constrained scenarios. In this paper, we investigate the effectiveness of two-stage detectors in real-time generic detection and propose a lightweight two-stage detector named ThunderNet. In the backbone part, we analyze the drawbacks in previous lightweight backbones and present a lightweight backbone designed for object detection. In the detection part, we exploit an extremely efficient RPN and detection head design. To generate more discriminative feature representation, we design two efficient architecture blocks, Context Enhancement Module and Spatial Attention Module. At last, we investigate the balance between the input resolution, the backbone, and the detection head. Compared with lightweight one-stage detectors, ThunderNet achieves superior performance with only 40% of the computational cost on PASCAL VOC and COCO benchmarks. Without bells and whistles, our model runs at 24.1 fps on an ARM-based device. To the best of our knowledge, this is the first real-time detector reported on ARM platforms. Code will be released for paper reproduction.",undefined
108,2019,https://www.semanticscholar.org/paper/Highlight-Every-Step%3A-Knowledge-Distillation-via-Zhao-Sun/43ec0125daa51cb79daa6471f24ed71964820762,Highlight Every Step : Improved Knowledge Distillation Method via Collaborative Teaching,"Zhao, Haoran and Sun, Xin and Dong, Junyu and Chen, Changrui and Dong, Zihe",Zhao2019,,,,,,,
18,,https://papers.nips.cc/paper/7553-moonshine-distilling-with-cheap-convolutions.pdf,Moonshine: Distilling with Cheap Convolutions,"Crowley, Elliot J and Gray, Gavin and Storkey, Amos",Crowley,,,,,,"Many engineers wish to deploy modern neural networks in memory-limited settings; but the development of flexible methods for reducing memory use is in its infancy, and there is little knowledge of the resulting cost-benefit. We propose structural model distillation for memory reduction using a strategy that produces a student architecture that is a simple transformation of the teacher architecture: no redesign is needed, and the same hyperparameters can be used. Using attention transfer, we provide Pareto curves/tables for distillation of residual networks with four benchmark datasets, indicating the memory versus accuracy payoff. We show that substantial memory savings are possible with very little loss of accuracy, and confirm that distillation provides student network performance that is better than training that student architecture directly on data.",
26,,https://www.cv-foundation.org/openaccess/content_cvpr_2016/papers/Gupta_Cross_Modal_Distillation_CVPR_2016_paper.pdf,Cross Modal Distillation for Supervision Transfer,"Gupta, Saurabh and Hoffman, Judy and Malik, Jitendra",Gupta,,,,,,In this work we propose a technique that transfers supervision between images from different modalities. We use learned representations from a large labeled modality as supervisory signal for training representations for a new unlabeled paired modality. Our method enables learning of rich representations for unlabeled modalities and can be used as a pre-training procedure for new modalities with limited labeled data. We transfer supervision from labeled RGB images to unlabeled depth and optical flow images and demonstrate large improvements for both these cross modal supervision transfers.,
27,,https://arxiv.org/pdf/1809.10562v1.pdf,Dropout Distillation for Efficiently Estimating Model Confidence,"Gurau, Corina and Bewley, Alex and Posner, Ingmar",Gurau,,,,1809.10562v1,arXiv,"We propose an efficient way to output better calibrated uncertainty scores from neural networks. The Distilled Dropout Network (DDN) makes standard (non-Bayesian) neural networks more introspective by adding a new training loss which prevents them from being overconfident. Our method is more efficient than Bayesian neural networks or model ensembles which, despite providing more reliable uncertainty scores, are more cumbersome to train and slower to test. We evaluate DDN on the the task of image classification on the CIFAR-10 dataset and show that our calibration results are competitive even when compared to 100 Monte Carlo samples from a dropout network while they also increase the classification accuracy. We also propose better calibration within the state of the art Faster R-CNN object detection framework and show, using the COCO dataset, that DDN helps train better calibrated object detectors.",
35,,https://www.aclweb.org/anthology/D16-1173,Deep Neural Networks with Massive Learned Knowledge,"Hu, Zhiting and Yang, Zichao and Salakhutdinov, Ruslan and Xing, Eric P",Hu,,,,,,"Regulating deep neural networks (DNNs) with human structured knowledge has shown to be of great benefit for improved accuracy and in-terpretability. We develop a general framework that enables learning knowledge and its confidence jointly with the DNNs, so that the vast amount of fuzzy knowledge can be incorporated and automatically optimized with little manual efforts. We apply the framework to sentence sentiment analysis, augmenting a DNN with massive linguistic constraints on discourse and polarity structures. Our model substantially enhances the performance using less training data, and shows improved inter-pretability. The principled framework can also be applied to posterior regularization for regulating other statistical models.",
39,,https://arxiv.org/pdf/1802.04977.pdf,Paraphrasing Complex Network: Network Compression via Factor Transfer,"Kim, Jangho and Park, Seonguk and Kwak, Nojun",Kim,,,,1802.04977v2,arXiv,"Many researchers have sought ways of model compression to reduce the size of a deep neural network (DNN) with minimal performance degradation in order to use DNNs in embedded systems. Among the model compression methods, a method called knowledge transfer is to train a student network with a stronger teacher network. In this paper, we propose a novel knowledge transfer method which uses convolutional operations to paraphrase teacher's knowledge and to translate it for the student. This is done by two convolutional modules, which are called a paraphraser and a translator. The paraphraser is trained in an unsupervised manner to extract the teacher factors which are defined as paraphrased information of the teacher network. The translator located at the student network extracts the student factors and helps to translate the teacher factors by mimicking them. We observed that our student network trained with the proposed factor transfer method outperforms the ones trained with conventional knowledge transfer methods.",
41,,http://papers.nips.cc/paper/5965-bayesian-dark-knowledge.pdf,Bayesian Dark Knowledge,"Korattikara, Anoop and Rathod, Vivek and Murphy, Kevin and Research, Google and Welling, Max",Korattikara,,,,,,"We consider the problem of Bayesian parameter estimation for deep neural networks , which is important in problem settings where we may have little data, and/ or where we need accurate posterior predictive densities p(y|x, D), e.g., for applications involving bandits or active learning. One simple approach to this is to use online Monte Carlo methods, such as SGLD (stochastic gradient Langevin dynamics). Unfortunately, such a method needs to store many copies of the parameters (which wastes memory), and needs to make predictions using many versions of the model (which wastes time). We describe a method for ""distilling"" a Monte Carlo approximation to the posterior predictive density into a more compact form, namely a single deep neural network. We compare to two very recent approaches to Bayesian neural networks, namely an approach based on expectation propagation [HLA15] and an approach based on variational Bayes [BCKW15]. Our method performs better than both of these, is much simpler to implement, and uses less computation at test time.",
62,,https://arxiv.org/pdf/1805.06361.pdf,Object detection at 200 Frames Per Second,"Mehta, Rakesh and Ozturk, Cemalettin",Mehta,,,,1805.06361v1,arXiv,"In this paper, we propose an efficient and fast object detector which can process hundreds of frames per second. To achieve this goal we investigate three main aspects of the object detection framework: network architecture, loss function and training data (labeled and unlabeled). In order to obtain compact network architecture, we introduce various improvements, based on recent work, to develop an architecture which is computationally lightweight and achieves a reasonable performance. To further improve the performance, while keeping the complexity same, we utilize distillation loss function. Using distillation loss we transfer the knowledge of a more accurate teacher network to proposed lightweight student network. We propose various innovations to make distillation efficient for the proposed one stage detector pipeline: objectness scaled distillation loss, feature map non-maximal suppression and a single unified distillation loss function for detection. Finally, building upon the distillation loss, we explore how much can we push the performance by utilizing the unlabeled data. We train our model with unlabeled data using the soft labels of the teacher network. Our final network consists of 10x fewer parameters than the VGG based object detection network and it achieves a speed of more than 200 FPS and proposed changes improve the detection accuracy by 14 mAP over the baseline on Pascal dataset.",
76,,http://openaccess.thecvf.com/content_ICCV_2017/papers/Qi_3D_Graph_Neural_ICCV_2017_paper.pdf,3D Graph Neural Networks for RGBD Semantic Segmentation,"Qi, Xiaojuan and Liao, Renjie and Jia, Jiaya and Fidler, Sanja and Urtasun, Raquel",Qi,,,,,,"RGBD semantic segmentation requires joint reasoning about 2D appearance and 3D geometric information. In this paper we propose a 3D graph neural network (3DGNN) that builds a k-nearest neighbor graph on top of 3D point cloud. Each node in the graph corresponds to a set of points and is associated with a hidden representation vector ini-tialized with an appearance feature extracted by a unary CNN from 2D images. Relying on recurrent functions, every node dynamically updates its hidden representation based on the current status and incoming messages from its neigh-bors. This propagation model is unrolled for a certain num-ber of time steps and the final per-node representation is used for predicting the semantic class of each pixel. We use back-propagation through time to train the model. Ex-tensive experiments on NYUD2 and SUN-RGBD datasets demonstrate the effectiveness of our approach.",
79,,http://teaching-machines.cc/nips2017/papers/nips17-teaching_paper-13.pdf,Generative Knowledge Distillation for General Purpose Function Compression,"Riemer, Matthew and Franceschini, Michele and Bouneffouf, Djallel and Klinger, Tim",Riemer,,,,,,"Deep lifelong learning systems need to efficiently manage resources to scale to large numbers of experiences and non-stationary goals. In this paper, we explore the relationship between lossy compression and the resource constrained lifelong learning problem of function transferability. We demonstrate that lossy episodic experience storage can enable efficient function transferability between different architectures and algorithms at a fraction of the storage cost of lossless storage. This is achieved by introducing a generative knowledge distillation strategy that does not store any full training examples.",
